sample_id,sample_type,date_collected,cov_detected,genus,clade,accession_number,strain,sample_d,recapture_bats_infection_status,gender,age,fa_mm,mass_g,fmi_kg_m2,reproductive_status,reproductive_condition,teat_assessment,comments_ra_rousettus_aegyptiacus,decisions_based_on_data_sheets,x21,x22
UPE 1109,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1110,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1111,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1112,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1113,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1114,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1115,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1116,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1117,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1118,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1119,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1120,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1121,Faecal pool (x3),2018-11-07T00:00:00Z,1,beta,2,MZ547549,BtCoV/Rousettus/LP/RSA/UPE1121/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1122,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1123,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1124,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1125,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1126,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1127,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1128,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1129,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1130,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1131,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1132,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1133,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1134,Faecal pool (x3),2018-11-07T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1287,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1288,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1289,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1290,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1291,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1292,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1293,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1294,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1295,Faecal pool (x3),2018-12-04T00:00:00Z,1,beta,2,MZ547551,BtCoV/Rousettus/LP/RSA/UPE1295/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1296,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1297,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1298,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1299,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1300,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1301,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1302,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1303,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1304,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1305,Faecal pool (x3),2018-12-04T00:00:00Z,1,alpha,1,MZ547476,BtCoV/Rousettus/LP/RSA/UPE1305/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1306,Faecal pool (x3),2018-12-04T00:00:00Z,1,alpha,1,MZ547477,BtCoV/Rousettus/LP/RSA/UPE1306/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1307,Faecal pool (x3),2018-12-04T00:00:00Z,1,alpha,1,MZ547478,BtCoV/Rousettus/LP/RSA/UPE1307/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1308,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1309,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1310,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1311,Faecal pool (x3),2018-12-04T00:00:00Z,1,alpha,1,MZ547479,BtCoV/Rousettus/LP/RSA/UPE1311/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1313,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1314,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1315,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1316,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1317,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1318,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1319,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1320,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1321,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1322,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1323,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1324,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1325,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1326,Faecal pool (x3),2018-12-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1446,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1447,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1448,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1449,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1450,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1451,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1452,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1453,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1454,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1455,Faecal pool (x3),2019-01-15T00:00:00Z,1,alpha,1,MZ547480,BtCoV/Rousettus/LP/RSA/UPE1455/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1456,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1457,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1458,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1459,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1460,Faecal pool (x3),2019-01-15T00:00:00Z,1,alpha,1,MZ547481,BtCoV/Rousettus/LP/RSA/UPE1460/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1461,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1462,Faecal pool (x3),2019-01-15T00:00:00Z,1,alpha,1,MZ547482,BtCoV/Rousettus/LP/RSA/UPE1462/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1463,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1464,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1465,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1466,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1467,Faecal pool (x3),2019-01-15T00:00:00Z,1,alpha,1,MZ547483,BtCoV/Rousettus/LP/RSA/UPE1467/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1468,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1469,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1470,Faecal pool (x3),2019-01-15T00:00:00Z,1,beta,2,MZ547552,BtCoV/Rousettus/LP/RSA/UPE1470/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1471,Faecal pool (x3),2019-01-15T00:00:00Z,1,alpha,1,MZ547484,BtCoV/Rousettus/LP/RSA/UPE1471/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1472,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1473,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1474,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1475,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1476,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1477,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1478,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1479,Faecal pool (x3),2019-01-15T00:00:00Z,1,beta,2,MZ547553,BtCoV/Rousettus/LP/RSA/UPE1479/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1480,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1481,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1482,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1483,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1484,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1485,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1486,Faecal pool (x3),2019-01-15T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1547,Faecal pool (x3),2019-02-12T00:00:00Z,1,alpha,1,MZ547485,BtCoV/Rousettus/LP/RSA/UPE1547/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1548,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1549,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1550,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1551,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1552,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1553,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547554,BtCoV/Rousettus/LP/RSA/UPE1553/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1554,Faecal pool (x3),2019-02-12T00:00:00Z,1,alpha,1,MZ547486,BtCoV/Rousettus/LP/RSA/UPE1554/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1555,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1556,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1557,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1558,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1559,Faecal pool (x3),2019-02-12T00:00:00Z,1,alpha,1,MZ547487,BtCoV/Rousettus/LP/RSA/UPE1559/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1560,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1561,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1562,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547555,BtCoV/Rousettus/LP/RSA/UPE1562/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1563,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547567,BtCoV/Rousettus/LP/RSA/UPE1563/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1564,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1565,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1566,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1567,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1568,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1569,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547556,BtCoV/Rousettus/LP/RSA/UPE1569/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1570,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1571,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547557,BtCoV/Rousettus/LP/RSA/UPE1571/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1572,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1573,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1574,Faecal pool (x3),2019-02-12T00:00:00Z,1,alpha,1,MZ547488,BtCoV/Rousettus/LP/RSA/UPE1574/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1575,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1576,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1577,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547572,BtCoV/Rousettus/LP/RSA/UPE1577/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1578,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547558,BtCoV/Rousettus/LP/RSA/UPE1578/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1579,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1580,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1581,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547559,BtCoV/Rousettus/LP/RSA/UPE1581/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1582,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1583,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1584,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1585,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1586,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1587,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1588,Faecal pool (x3),2019-02-12T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UPE 1589,Faecal pool (x3),2019-02-12T00:00:00Z,1,beta,2,MZ547560,BtCoV/Rousettus/LP/RSA/UPE1589/2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
